"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2024 inflation-adjusted dollars)",
"0600000US5000100325","Addison town, Addison County, Vermont","106667","7181",
"0600000US5000108575","Bridport town, Addison County, Vermont","83214","17776",
"0600000US5000109025","Bristol town, Addison County, Vermont","74620","8110",
"0600000US5000116000","Cornwall town, Addison County, Vermont","114583","32017",
"0600000US5000126300","Ferrisburgh town, Addison County, Vermont","106989","21771",
"0600000US5000128600","Goshen town, Addison County, Vermont","56250","32508",
"0600000US5000129575","Granville town, Addison County, Vermont","60500","20870",
"0600000US5000131525","Hancock town, Addison County, Vermont","76250","33926",
"0600000US5000139325","Leicester town, Addison County, Vermont","70417","30423",
"0600000US5000140075","Lincoln town, Addison County, Vermont","96667","17954",
"0600000US5000144350","Middlebury town, Addison County, Vermont","86169","15744",
"0600000US5000145550","Monkton town, Addison County, Vermont","119688","27982",
"0600000US5000148700","New Haven town, Addison County, Vermont","92321","16922",
"0600000US5000153725","Orwell town, Addison County, Vermont","70417","22458",
"0600000US5000153950","Panton town, Addison County, Vermont","86667","9614",
"0600000US5000159650","Ripton town, Addison County, Vermont","112917","14750",
"0600000US5000162575","Salisbury town, Addison County, Vermont","99688","21381",
"0600000US5000165050","Shoreham town, Addison County, Vermont","93654","22931",
"0600000US5000170075","Starksboro town, Addison County, Vermont","82188","15313",
"0600000US5000174650","Vergennes city, Addison County, Vermont","76587","12755",
"0600000US5000176075","Waltham town, Addison County, Vermont","97500","13819",
"0600000US5000183275","Weybridge town, Addison County, Vermont","118083","18342",
"0600000US5000183800","Whiting town, Addison County, Vermont","91250","37709",
"0600000US5000301450","Arlington town, Bennington County, Vermont","102308","10759",
"0600000US5000304825","Bennington town, Bennington County, Vermont","59446","7440",
"0600000US5000317725","Dorset town, Bennington County, Vermont","111250","40453",
"0600000US5000327962","Glastenbury town, Bennington County, Vermont","-","**",
"0600000US5000339025","Landgrove town, Bennington County, Vermont","195938","166849",
"0600000US5000342850","Manchester town, Bennington County, Vermont","94886","22757",
"0600000US5000355000","Peru town, Bennington County, Vermont","151875","82732",
"0600000US5000357025","Pownal town, Bennington County, Vermont","64163","21076",
"0600000US5000358600","Readsboro town, Bennington County, Vermont","55268","12352",
"0600000US5000361000","Rupert town, Bennington County, Vermont","88229","35873",
"0600000US5000362875","Sandgate town, Bennington County, Vermont","69167","18993",
"0600000US5000363175","Searsburg town, Bennington County, Vermont","61071","49326",
"0600000US5000363550","Shaftsbury town, Bennington County, Vermont","86071","24478",
"0600000US5000369775","Stamford town, Bennington County, Vermont","88646","9226",
"0600000US5000371425","Sunderland town, Bennington County, Vermont","88523","15919",
"0600000US5000385075","Winhall town, Bennington County, Vermont","95500","23228",
"0600000US5000385675","Woodford town, Bennington County, Vermont","81250","20487",
"0600000US5000502875","Barnet town, Caledonia County, Vermont","67386","15221",
"0600000US5000510450","Burke town, Caledonia County, Vermont","87143","17233",
"0600000US5000517125","Danville town, Caledonia County, Vermont","70946","7023",
"0600000US5000530550","Groton town, Caledonia County, Vermont","77250","13883",
"0600000US5000531825","Hardwick town, Caledonia County, Vermont","92297","17316",
"0600000US5000537900","Kirby town, Caledonia County, Vermont","54792","21199",
"0600000US5000541725","Lyndon town, Caledonia County, Vermont","68786","5785",
"0600000US5000547725","Newark town, Caledonia County, Vermont","72929","6654",
"0600000US5000554400","Peacham town, Caledonia County, Vermont","90000","28387",
"0600000US5000561525","Ryegate town, Caledonia County, Vermont","66484","14558",
"0600000US5000562200","St. Johnsbury town, Caledonia County, Vermont","57738","9123",
"0600000US5000564075","Sheffield town, Caledonia County, Vermont","58333","26066",
"0600000US5000569925","Stannard town, Caledonia County, Vermont","66979","30024",
"0600000US5000571575","Sutton town, Caledonia County, Vermont","71250","17627",
"0600000US5000575700","Walden town, Caledonia County, Vermont","88000","14593",
"0600000US5000577125","Waterford town, Caledonia County, Vermont","109375","18521",
"0600000US5000583500","Wheelock town, Caledonia County, Vermont","64792","19502",
"0600000US5000706550","Bolton town, Chittenden County, Vermont","111125","17013",
"0600000US5000710300","Buels gore, Chittenden County, Vermont","71250","29215",
"0600000US5000710675","Burlington city, Chittenden County, Vermont","71109","4193",
"0600000US5000713300","Charlotte town, Chittenden County, Vermont","144375","27387",
"0600000US5000714875","Colchester town, Chittenden County, Vermont","97891","8720",
"0600000US5000724175","Essex town, Chittenden County, Vermont","110199","14119",
"0600000US5000724400","Essex Junction city, Chittenden County, Vermont","89257","16233",
"0600000US5000733475","Hinesburg town, Chittenden County, Vermont","112539","17526",
"0600000US5000734600","Huntington town, Chittenden County, Vermont","94497","2859",
"0600000US5000736700","Jericho town, Chittenden County, Vermont","116923","16162",
"0600000US5000745250","Milton town, Chittenden County, Vermont","118977","9633",
"0600000US5000759275","Richmond town, Chittenden County, Vermont","108235","23710",
"0600000US5000762050","St. George town, Chittenden County, Vermont","109464","33858",
"0600000US5000764300","Shelburne town, Chittenden County, Vermont","115963","15767",
"0600000US5000766175","South Burlington city, Chittenden County, Vermont","106667","12797",
"0600000US5000773975","Underhill town, Chittenden County, Vermont","92267","54188",
"0600000US5000780350","Westford town, Chittenden County, Vermont","112750","12264",
"0600000US5000784475","Williston town, Chittenden County, Vermont","106967","11875",
"0600000US5000785150","Winooski city, Chittenden County, Vermont","79522","11330",
"0600000US5000902125","Averill town, Essex County, Vermont","-","**",
"0600000US5000902162","Avery's gore, Essex County, Vermont","-","**",
"0600000US5000906325","Bloomfield town, Essex County, Vermont","54375","17429",
"0600000US5000908725","Brighton town, Essex County, Vermont","47375","21292",
"0600000US5000910075","Brunswick town, Essex County, Vermont","128125","32976",
"0600000US5000911800","Canaan town, Essex County, Vermont","55606","3733",
"0600000US5000915250","Concord town, Essex County, Vermont","73304","9320",
"0600000US5000921250","East Haven town, Essex County, Vermont","38438","31249",
"0600000US5000925975","Ferdinand town, Essex County, Vermont","13849","172",
"0600000US5000929125","Granby town, Essex County, Vermont","57083","51231",
"0600000US5000930775","Guildhall town, Essex County, Vermont","115000","45985",
"0600000US5000939700","Lemington town, Essex County, Vermont","55000","42437",
"0600000US5000939775","Lewis town, Essex County, Vermont","-","**",
"0600000US5000941425","Lunenburg town, Essex County, Vermont","53125","8642",
"0600000US5000942475","Maidstone town, Essex County, Vermont","85833","31928",
"0600000US5000952750","Norton town, Essex County, Vermont","65625","23493",
"0600000US5000975175","Victory town, Essex County, Vermont","-","**",
"0600000US5000976337","Warner's grant, Essex County, Vermont","-","**",
"0600000US5000976562","Warren's gore, Essex County, Vermont","-","**",
"0600000US5001102500","Bakersfield town, Franklin County, Vermont","83462","18450",
"0600000US5001105425","Berkshire town, Franklin County, Vermont","71406","21049",
"0600000US5001124050","Enosburgh town, Franklin County, Vermont","63828","17162",
"0600000US5001124925","Fairfax town, Franklin County, Vermont","128963","29451",
"0600000US5001125225","Fairfield town, Franklin County, Vermont","87019","21892",
"0600000US5001126500","Fletcher town, Franklin County, Vermont","105833","9059",
"0600000US5001127100","Franklin town, Franklin County, Vermont","79917","20711",
"0600000US5001127700","Georgia town, Franklin County, Vermont","105011","8635",
"0600000US5001133025","Highgate town, Franklin County, Vermont","81017","14337",
"0600000US5001145850","Montgomery town, Franklin County, Vermont","53289","24023",
"0600000US5001159125","Richford town, Franklin County, Vermont","56853","12600",
"0600000US5001161675","St. Albans city, Franklin County, Vermont","57980","7287",
"0600000US5001161750","St. Albans town, Franklin County, Vermont","90060","18679",
"0600000US5001164600","Sheldon town, Franklin County, Vermont","78533","24942",
"0600000US5001171725","Swanton town, Franklin County, Vermont","81371","13820",
"0600000US5001300860","Alburgh town, Grand Isle County, Vermont","76429","22453",
"0600000US5001329275","Grand Isle town, Grand Isle County, Vermont","100846","22253",
"0600000US5001335875","Isle La Motte town, Grand Isle County, Vermont","82500","17030",
"0600000US5001350650","North Hero town, Grand Isle County, Vermont","102143","23525",
"0600000US5001367000","South Hero town, Grand Isle County, Vermont","127434","15007",
"0600000US5001504375","Belvidere town, Lamoille County, Vermont","81563","18037",
"0600000US5001511500","Cambridge town, Lamoille County, Vermont","72344","19222",
"0600000US5001523500","Eden town, Lamoille County, Vermont","83578","8097",
"0600000US5001523725","Elmore town, Lamoille County, Vermont","98750","24182",
"0600000US5001535050","Hyde Park town, Lamoille County, Vermont","84375","9346",
"0600000US5001537075","Johnson town, Lamoille County, Vermont","55346","13623",
"0600000US5001546675","Morristown town, Lamoille County, Vermont","66273","4629",
"0600000US5001570525","Stowe town, Lamoille County, Vermont","93618","32786",
"0600000US5001577425","Waterville town, Lamoille County, Vermont","71250","26670",
"0600000US5001585375","Wolcott town, Lamoille County, Vermont","70259","9723",
"0600000US5001707375","Bradford town, Orange County, Vermont","108162","14712",
"0600000US5001707600","Braintree town, Orange County, Vermont","79803","4855",
"0600000US5001709325","Brookfield town, Orange County, Vermont","98500","22893",
"0600000US5001713525","Chelsea town, Orange County, Vermont","65913","13458",
"0600000US5001715700","Corinth town, Orange County, Vermont","89167","28699",
"0600000US5001725675","Fairlee town, Orange County, Vermont","74760","10174",
"0600000US5001748175","Newbury town, Orange County, Vermont","62316","6493",
"0600000US5001753425","Orange town, Orange County, Vermont","71302","12803",
"0600000US5001758075","Randolph town, Orange County, Vermont","76758","5867",
"0600000US5001770675","Strafford town, Orange County, Vermont","110833","18827",
"0600000US5001772400","Thetford town, Orange County, Vermont","88045","16316",
"0600000US5001773075","Topsham town, Orange County, Vermont","72308","60425",
"0600000US5001773675","Tunbridge town, Orange County, Vermont","89464","25951",
"0600000US5001774950","Vershire town, Orange County, Vermont","71618","12134",
"0600000US5001776750","Washington town, Orange County, Vermont","66103","7803",
"0600000US5001779975","West Fairlee town, Orange County, Vermont","76500","16290",
"0600000US5001784175","Williamstown town, Orange County, Vermont","94418","10435",
"0600000US5001900475","Albany town, Orleans County, Vermont","59167","13730",
"0600000US5001903550","Barton town, Orleans County, Vermont","66250","15713",
"0600000US5001909850","Brownington town, Orleans County, Vermont","75556","17399",
"0600000US5001913150","Charleston town, Orleans County, Vermont","49286","16836",
"0600000US5001916150","Coventry town, Orleans County, Vermont","59342","2936",
"0600000US5001916300","Craftsbury town, Orleans County, Vermont","83672","15569",
"0600000US5001917350","Derby town, Orleans County, Vermont","80250","7555",
"0600000US5001928075","Glover town, Orleans County, Vermont","73839","17597",
"0600000US5001930175","Greensboro town, Orleans County, Vermont","91750","18139",
"0600000US5001933775","Holland town, Orleans County, Vermont","60729","16361",
"0600000US5001935575","Irasburg town, Orleans County, Vermont","98534","12557",
"0600000US5001936325","Jay town, Orleans County, Vermont","74792","24785",
"0600000US5001940525","Lowell town, Orleans County, Vermont","57404","14569",
"0600000US5001946450","Morgan town, Orleans County, Vermont","91250","24867",
"0600000US5001948850","Newport city, Orleans County, Vermont","54646","11996",
"0600000US5001948925","Newport town, Orleans County, Vermont","71202","10679",
"0600000US5001973525","Troy town, Orleans County, Vermont","87938","11397",
"0600000US5001980200","Westfield town, Orleans County, Vermont","72500","30413",
"0600000US5001981700","Westmore town, Orleans County, Vermont","87188","11376",
"0600000US5002105200","Benson town, Rutland County, Vermont","78625","8146",
"0600000US5002107750","Brandon town, Rutland County, Vermont","64180","12058",
"0600000US5002111950","Castleton town, Rutland County, Vermont","73854","22842",
"0600000US5002114350","Chittenden town, Rutland County, Vermont","106250","27864",
"0600000US5002114500","Clarendon town, Rutland County, Vermont","59609","11945",
"0600000US5002116825","Danby town, Rutland County, Vermont","77321","13471",
"0600000US5002125375","Fair Haven town, Rutland County, Vermont","62404","15631",
"0600000US5002134450","Hubbardton town, Rutland County, Vermont","102321","17794",
"0600000US5002135425","Ira town, Rutland County, Vermont","71827","5034",
"0600000US5002137685","Killington town, Rutland County, Vermont","81250","38998",
"0600000US5002144125","Mendon town, Rutland County, Vermont","100524","22729",
"0600000US5002144800","Middletown Springs town, Rutland County, Vermont","82000","11717",
"0600000US5002147200","Mount Holly town, Rutland County, Vermont","78015","19089",
"0600000US5002147425","Mount Tabor town, Rutland County, Vermont","-","**",
"0600000US5002154250","Pawlet town, Rutland County, Vermont","62273","13726",
"0600000US5002155450","Pittsfield town, Rutland County, Vermont","65852","11635",
"0600000US5002155600","Pittsford town, Rutland County, Vermont","69705","6506",
"0600000US5002156875","Poultney town, Rutland County, Vermont","72617","5782",
"0600000US5002157250","Proctor town, Rutland County, Vermont","74167","11786",
"0600000US5002161225","Rutland city, Rutland County, Vermont","57675","8240",
"0600000US5002161300","Rutland town, Rutland County, Vermont","72099","16534",
"0600000US5002165275","Shrewsbury town, Rutland County, Vermont","91250","23153",
"0600000US5002171050","Sudbury town, Rutland County, Vermont","100208","32989",
"0600000US5002172925","Tinmouth town, Rutland County, Vermont","79219","36627",
"0600000US5002175925","Wallingford town, Rutland County, Vermont","80230","15356",
"0600000US5002177950","Wells town, Rutland County, Vermont","75417","11001",
"0600000US5002180875","West Haven town, Rutland County, Vermont","85250","28991",
"0600000US5002182300","West Rutland town, Rutland County, Vermont","61161","27057",
"0600000US5002303175","Barre city, Washington County, Vermont","65625","6517",
"0600000US5002303250","Barre town, Washington County, Vermont","93210","8984",
"0600000US5002305650","Berlin town, Washington County, Vermont","86691","20689",
"0600000US5002311125","Cabot town, Washington County, Vermont","77031","16166",
"0600000US5002311350","Calais town, Washington County, Vermont","100625","27461",
"0600000US5002318550","Duxbury town, Washington County, Vermont","105208","24886",
"0600000US5002321925","East Montpelier town, Washington County, Vermont","92778","20811",
"0600000US5002325825","Fayston town, Washington County, Vermont","110250","27966",
"0600000US5002343600","Marshfield town, Washington County, Vermont","60313","9504",
"0600000US5002344500","Middlesex town, Washington County, Vermont","109632","13486",
"0600000US5002346000","Montpelier city, Washington County, Vermont","81030","6037",
"0600000US5002346225","Moretown town, Washington County, Vermont","104423","6875",
"0600000US5002350275","Northfield town, Washington County, Vermont","71768","13486",
"0600000US5002355825","Plainfield town, Washington County, Vermont","69250","31481",
"0600000US5002360625","Roxbury town, Washington County, Vermont","73214","22349",
"0600000US5002375325","Waitsfield town, Washington County, Vermont","84375","34128",
"0600000US5002376525","Warren town, Washington County, Vermont","86905","16379",
"0600000US5002376975","Waterbury town, Washington County, Vermont","103917","22843",
"0600000US5002385525","Woodbury town, Washington County, Vermont","84545","16348",
"0600000US5002386125","Worcester town, Washington County, Vermont","73833","18237",
"0600000US5002501900","Athens town, Windham County, Vermont","68438","30472",
"0600000US5002507900","Brattleboro town, Windham County, Vermont","58241","8266",
"0600000US5002509475","Brookline town, Windham County, Vermont","80833","15948",
"0600000US5002517875","Dover town, Windham County, Vermont","52313","6562",
"0600000US5002518325","Dummerston town, Windham County, Vermont","101696","21365",
"0600000US5002528900","Grafton town, Windham County, Vermont","76111","7381",
"0600000US5002530925","Guilford town, Windham County, Vermont","75243","6268",
"0600000US5002531150","Halifax town, Windham County, Vermont","63889","7124",
"0600000US5002536175","Jamaica town, Windham County, Vermont","79219","19072",
"0600000US5002540225","Londonderry town, Windham County, Vermont","85179","21356",
"0600000US5002543375","Marlboro town, Windham County, Vermont","77135","10265",
"0600000US5002548400","Newfane town, Windham County, Vermont","66719","20735",
"0600000US5002557700","Putney town, Windham County, Vermont","79706","18362",
"0600000US5002560250","Rockingham town, Windham County, Vermont","70857","16152",
"0600000US5002565762","Somerset town, Windham County, Vermont","-","**",
"0600000US5002570750","Stratton town, Windham County, Vermont","122708","33350",
"0600000US5002573300","Townshend town, Windham County, Vermont","78750","28645",
"0600000US5002574800","Vernon town, Windham County, Vermont","85682","9380",
"0600000US5002576225","Wardsboro town, Windham County, Vermont","62000","6480",
"0600000US5002581400","Westminster town, Windham County, Vermont","71491","3579",
"0600000US5002583950","Whitingham town, Windham County, Vermont","70625","10782",
"0600000US5002584700","Wilmington town, Windham County, Vermont","70000","22642",
"0600000US5002584850","Windham town, Windham County, Vermont","94500","11966",
"0600000US5002701300","Andover town, Windsor County, Vermont","102500","37746",
"0600000US5002702575","Baltimore town, Windsor County, Vermont","107500","15622",
"0600000US5002702725","Barnard town, Windsor County, Vermont","97581","19059",
"0600000US5002705800","Bethel town, Windsor County, Vermont","75822","7137",
"0600000US5002708275","Bridgewater town, Windsor County, Vermont","70272","3460",
"0600000US5002712250","Cavendish town, Windsor County, Vermont","89063","28784",
"0600000US5002713675","Chester town, Windsor County, Vermont","62125","7868",
"0600000US5002732275","Hartford town, Windsor County, Vermont","78125","6517",
"0600000US5002732425","Hartland town, Windsor County, Vermont","86136","22743",
"0600000US5002741275","Ludlow town, Windsor County, Vermont","54885","14422",
"0600000US5002752900","Norwich town, Windsor County, Vermont","140313","12023",
"0600000US5002756050","Plymouth town, Windsor County, Vermont","87614","8132",
"0600000US5002756350","Pomfret town, Windsor County, Vermont","84229","7929",
"0600000US5002758375","Reading town, Windsor County, Vermont","85000","18958",
"0600000US5002760100","Rochester town, Windsor County, Vermont","72676","8052",
"0600000US5002760850","Royalton town, Windsor County, Vermont","103938","24252",
"0600000US5002763775","Sharon town, Windsor County, Vermont","84375","16539",
"0600000US5002769550","Springfield town, Windsor County, Vermont","66571","12881",
"0600000US5002770375","Stockbridge town, Windsor County, Vermont","77109","11753",
"0600000US5002777500","Weathersfield town, Windsor County, Vermont","83095","11951",
"0600000US5002782000","Weston town, Windsor County, Vermont","115000","19696",
"0600000US5002783050","West Windsor town, Windsor County, Vermont","108750","18461",
"0600000US5002784925","Windsor town, Windsor County, Vermont","52484","10799",
"0600000US5002785975","Woodstock town, Windsor County, Vermont","120938","29034",
